PMID,PMCID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,NIHMS ID,Open Source?,DOI,Is this DTI?,"Which imaging modality was used? e.g electroencephalogram (EEG), Positron emission tomography (PET), Anatomical MRI, fMRI, diffusion MRI (dMRI) etc",Is this a single study or a review?,Human study or not?,"Does this study dementia, alzheimers, or related disease? 
",Which one?,What tracts were studied?,"How are results presented? T-tests, beta effect sizes, ANOVA, Chi test, regression etc","What analysis software libraries are being used e.g dipy.org, fsl, freesurfer, PRIDE ..?","What was the diffusion measure e.g Fractional Anisotropy (FA), Mean Diffusivity (MD), Axial diffusivity (AD), Radial diffusivity (RD)?","Were increases or decreases in WM integrity reported relative to the disease population? Eg: AD> HC= RD increase (Corpus Callosum, Cingulum) , AD<HC = FA decreases (cingulum). If Column T is NA enter NA here. (What it means, comparing Alzheimer's disease with Health Control, there was increase in Radial diffusivity in the Corpus Callosum and Cingulum white matter tracts, etc).",Group Difference Explored e.g AD (Alzheimer) vs HC (Health Control)?,"Brain Template/ Space e.g MNI, JHU","Do they present results using x,y,z coordinates?",Other notes
38091751,PMC10872472,Neurite-based white matter alterations in MAPT mutation carriers: A multi-shell diffusion MRI study in the ALLFTD consortium,"Corriveau-Lecavalier N, Tosakulwong N, Lesnick TG, Fought AJ, Reid RI, Schwarz CG, Senjem ML, Jack CR Jr, Jones DT, Vemuri P, Rademakers R, Ramos EM, Geschwind DH, Knopman DS, Botha H, Savica R, Graff-Radford J, Ramanan VK, Fields JA, Graff-Radford N, Wszolek Z, Forsberg LK, Petersen RC, Heuer HW, Boxer AL, Rosen HJ, Boeve BF, Kantarci K; ALLFTD consortium.",Neurobiol Aging. 2024 Feb;134:135-145. doi: 10.1016/j.neurobiolaging.2023.12.001. Epub 2023 Dec 10.,Corriveau-Lecavalier N,Neurobiol Aging,2024,12/13/23,NIHMS1953625,no,10.1016/j.neurobiolaging.2023.12.001,yes,MRI,Single study,yes,yes,Frontal Temporal Dementia,"Cingulum, Uncinate Fasciculus",ComBat,"FSL, DIPY, ANTs","FA, MD","MAPT carriers < HC = FA decreased, MAPT carriers > HC = MD increased",MAPT vs Non Carriers (HC),JHU eve,no,
28338052,PMC5364534,Dissociable diffusion MRI patterns of white matter microstructure and connectivity in Alzheimer's disease spectrum,"Doan NT, Engvig A, Persson K, Alnæs D, Kaufmann T, Rokicki J, Córdova-Palomera A, Moberget T, Brækhus A, Barca ML, Engedal K, Andreassen OA, Selbæk G, Westlye LT.",Sci Rep. 2017 Mar 24;7:45131. doi: 10.1038/srep45131.,Doan NT,Sci Rep,2017,3/25/17,,yes,10.1038/srep45131,yes,MRI,Single study,yes,yes,Alzheimers Disease,"Fornix, Corpus Callosum, Corpus Callosum - Genu, Corticospinal Tract, Superior Longitudinal Fasciculus, Uncinate Fasciculus","t-test, Mann-Whitney U, Chi-Squared, Correlations","FreeSurfers, FSL, DIPY","FA, MD, RD, AD, MK, AK, RK","DKI FA increased, DKI AK increased, DKI RD decreased, RK decreased",PPCS vs HC,Native diffusion space,no,
38481124,PMC11564857,Widespread White Matter Abnormalities in Concussed Athletes Detected by 7T Diffusion Magnetic Resonance Imaging,"Gard A, Kornaropoulos EN, Portonova Wernersson M, Rorsman I, Blennow K, Zetterberg H, Tegner Y, De Maio A, Markenroth Bloch K, Björkman-Burtscher I, Pessah-Rasmussen H, Nilsson M, Marklund N.",J Neurotrauma. 2024 Jul;41(13-14):1533-1549. doi: 10.1089/neu.2023.0099. Epub 2024 May 3.,Gard A,J Neurotrauma,2024,3/14/24,,yes,10.1089/neu.2023.0099,yes,dMRI,Single study,yes,no,NA,Na,"Mann-Whitney U-tests, Chi Squared, Spearman Correlation","FreeSurfer, FSL, DIPY, ANTs","FA, MD, AD, RD, MK, AK, RK","PPCS > HC = DKI FA increase, AK increase, RK decrease",PPCS (Persistent Post-Concussive Symptoms) vs HC,N/a,no,
34864664,,Association of Superficial White Matter Alterations with Cerebrospinal Fluid Biomarkers and Cognitive Decline in Neurodegenerative Dementia,"Contarino VE, Siggillino S, Arighi A, Scola E, Fumagalli GG, Conte G, Rotondo E, Galimberti D, Pietroboni AM, Carandini T, Leemans A, Bianchi AM, Triulzi FM.",J Alzheimers Dis. 2022;85(1):431-442. doi: 10.3233/JAD-215003.,Contarino VE,J Alzheimers Dis,2022,12/5/21,,,10.3233/JAD-215003,yes,dMRI,Single study,yes,yes,"Dementia, Alzheimers Disease",Na,"Kruskal Wallis, Chi Squared, Pearman Correlation","FreeSurfer, ExploreDTI, MATLab","FA, MD, RD",AD < HC = decrease in FA; AD > HC = MD,"AD vs HC, AD vs non-AD contrasts",MNI,no,
23313563,,Is there an association between peripheral immune markers and structural/functional neuroimaging findings?,"Frodl T, Amico F.",Prog Neuropsychopharmacol Biol Psychiatry. 2014 Jan 3;48:295-303. doi: 10.1016/j.pnpbp.2012.12.013. Epub 2013 Jan 11.,Frodl T,Prog Neuropsychopharmacol Biol Psychiatry,2014,1/15/13,,,10.1016/j.pnpbp.2012.12.013,no,,Review,yes,yes,Alzheimers Disease,Na,n/a,"n/a, no analysis",FA,N/a,"yes; AD vs. HC, MDD vs. HC",n/a,no,
36641369,PMC9985137,Adult lifespan maturation and degeneration patterns in gray and white matter: A mean apparent propagator (MAP) MRI study,"Bouhrara M, Avram AV, Kiely M, Trivedi A, Benjamini D.",Neurobiol Aging. 2023 Apr;124:104-116. doi: 10.1016/j.neurobiolaging.2022.12.016. Epub 2022 Dec 31.,Bouhrara M,Neurobiol Aging,2023,1/14/23,NIHMS1865115,yes,10.1016/j.neurobiolaging.2022.12.016,yes,dMRI,Single study,yes,no,NA,"Corpus Callosum - Genu, Corpus Callosum, Fornix, Internal Capsule, Corona Radiata, External Capsule, Superior Longitudinal Fasciculus, Uncinate Fasciculus, Superior Fronto-Occipital Fasciculus, Tapetum",linear regression analysis,"FSL, Tortoise, Greedy, RStudio","FA, MD, AD, RD",N/a,N/a,"MNI, JHU, DTI-81 atlas",no,
36692402,PMC9968775,Peak Width of Skeletonized Mean Diffusivity: A Neuroimaging Marker for White Matter Injury,"Zanon Zotin MC, Yilmaz P, Sveikata L, Schoemaker D, van Veluw SJ, Etherton MR, Charidimou A, Greenberg SM, Duering M, Viswanathan A.",Radiology. 2023 Mar;306(3):e212780. doi: 10.1148/radiol.212780. Epub 2023 Jan 24.,Zanon Zotin MC,Radiology,2023,1/24/23,,no,10.1148/radiol.212780,yes,dMRI,Single study,yes,no,NA,Na,"t-test, AnoVA, regression models",FSL (FMRIB Software Library),"MD, FA, RD","increase in MD, decrease in FA","yes; AD vs. HC, MCI vs HC",n/a,no,cerebral small vessel disease (SVD)
30414086,,Regional Amyloid-β Load and White Matter Abnormalities Contribute to Hypometabolism in Alzheimer's Dementia,"Schilling LP, Pascoal TA, Zimmer ER, Mathotaarachchi S, Shin M, de Mello Rieder CR, Gauthier S, Palmini A, Rosa-Neto P; Alzheimer’s Disease Neuroimaging Initiative.",Mol Neurobiol. 2019 Jul;56(7):4916-4924. doi: 10.1007/s12035-018-1405-1. Epub 2018 nov 9.,Schilling LP,Mol Neurobiol,2019,11/11/18,,,10.1007/s12035-018-1405-1,yes,Diffusion Imaging,Single study,yes,yes,"Alzheimers Disease, Dementia",Fornix,t-test,"FSL, MatLab",FA,AD < HC = decrease FA,"yes; AD vs. HC, AD vs MCI",MNI-152 template,no,
21219189,,"Diffusion imaging, white matter, and psychopathology","Thomason ME, Thompson PM.",Annu Rev Clin Psychol. 2011;7:63-85. doi: 10.1146/annurev-clinpsy-032210-104507.,Thomason ME,Annu Rev Clin Psychol,2011,1/12/11,,,10.1146/annurev-clinpsy-032210-104507,yes,Diffusion Imaging,Review,yes,yes,Alzheimers Disease,Na,"none performed, narrative review","FSL, FreeSurfer, DTI Studio","FA, MD, AD, RD","AD > HC = decrease FA, AD > HC = increase MD, AD > HC = increase RD, AD >HC = decreased AD","yes; AD vc HC, MCI vs HC, AD vs MCI",n/a,no,
23404139,PMC3674338,Relationship between cognitive impairment and white-matter alteration in Parkinson's disease with dementia: tract-based spatial statistics and tract-specific analysis,"Kamagata K, Motoi Y, Tomiyama H, Abe O, Ito K, Shimoji K, Suzuki M, Hori M, Nakanishi A, Sano T, Kuwatsuru R, Sasai K, Aoki S, Hattori N.",Eur Radiol. 2013 Jul;23(7):1946-55. doi: 10.1007/s00330-013-2775-4. Epub 2013 Feb 13.,Kamagata K,Eur Radiol,2013,2/14/13,,yes,10.1007/s00330-013-2775-4,yes,dMRI,Single study,yes,yes,Dementia,"Inferior Longitudinal Fasciculus, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Cingulum, Internal Capsule, Corpus Callosum - Genu, Corpus Callosum","Tukey’s HSD, Kruskal Wallis, Mann–Whitney U","FMRIB, FSL, dTV II","FA, MD",PDD (parkinsons w/dementia) < HC = FA decreases and MD increases in major tracts,yes; PDD vs HC,MNI152,no,PD with Dementia
21092388,,Pre-dementia memory impairment is associated with white matter tract affection,"Grambaite R, Reinvang I, Selnes P, Fjell AM, Walhovd KB, Stenset V, Fladby T.",J Int Neuropsychol Soc. 2011 Jan;17(1):143-53. doi: 10.1017/S1355617710001360. Epub 2010 nov 24.,Grambaite R,J Int Neuropsychol Soc,2011,11/25/10,,,10.1017/S1355617710001360,yes,dMRI,Single study,yes,yes,Alzheimers Disease,Global,"Mann-Whitney U-test, χ2 test","FSL, freesurfer, SPSS","FA, MD, RD","aMCI > laMCI = DR increase, MD increase (entorhinal WM)",yes; aMCI vs non MCI,"MNI152, FreeSurfer",no,Alzheimers and MCI
38757392,PMC11187968,Alzheimer's Disease and Small Vessel Disease Differentially Affect White Matter Microstructure,"Tranfa M, Lorenzini L, Collij LE, Vállez García D, Ingala S, Pontillo G, Pieperhoff L, Maranzano A, Wolz R, Haller S, Blennow K, Frisoni G, Sudre CH, Chételat G, Ewers M, Payoux P, Waldman A, Martinez-Lage P, Schwarz AJ, Ritchie CW, Wardlaw JM, Gispert JD, Brunetti A, Mutsaerts HJMM, Wink AM, Barkhof F.",Ann Clin Transl Neurol. 2024 Jun;11(6):1541-1556. doi: 10.1002/acn3.52071. Epub 2024 May 16.,Tranfa M,Ann Clin Transl Neurol,2024,5/17/24,,yes,10.1002/acn3.52071,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Cerebral Small Vessel Disease (SVD)","Corpus Callosum, Corpus Callosum - Genu, Corpus Callosum - Splenium, Internal Capsule, Cingulum, Fornix, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Structure Of Superior Fronto-Occipital Fasciculus, Corona Radiata",multimodel inference,STRIVE,"FA, MD",n/a,n/a,n/a,no,"ALZ and SVD, ""Visual MRI performed by three observers with STRIVE"
27104139,PMC4827723,Linking white matter and deep gray matter alterations in premanifest Huntington disease,"Faria AV, Ratnanather JT, Tward DJ, Lee DS, van den noort F, Wu D, Brown T, Johnson H, Paulsen JS, Ross CA, Younes L, Miller MI; PREDICT-HD Investigators and Coordinators of the Huntington Study Group.",Neuroimage Clin. 2016 Feb 26;11:450-460. doi: 10.1016/j.nicl.2016.02.014. eCollection 2016.,Faria AV,Neuroimage Clin,2016,4/23/16,,yes,10.1016/j.nicl.2016.02.014,yes,"dMRI, MRI (T1-weighted inversion recovery turboflash (MPRAGE))",Single study,yes,yes,Huntington's disease,"Corpus Callosum, Corpus Callosum - Splenium, Thalamic Radiation",high-dimensional diffeomorphometry,"DTIStudio, DiffeoMap, ROIEditor","FA, MD, RD, AD",n/a,n/a,"JHU-MNI-SS, LDDMM",no,
30703627,,The longitudinal decline of white matter microstructural integrity in behavioral variant frontotemporal dementia and its association with executive function,"Yu J, Lee TMC; Frontotemporal Lobar Degeneration Neuroimaging Initiative.",Neurobiol Aging. 2019 Apr;76:62-70. doi: 10.1016/j.neurobiolaging.2018.12.005. Epub 2018 Dec 25.,Yu J,Neurobiol Aging,2019,2/1/19,,,10.1016/j.neurobiolaging.2018.12.005,yes,dMRI,Single study,yes,yes,"Frontal Temporal Dementia, bvFTD","Corpus Callosum, Corpus Callosum - Genu, Corona Radiata, Uncinate Fasciculus, External Capsule, Internal Capsule","t-test, Cohen's D",FSL,"FA, MD",bvFTD decrease FA and MD (corpus callosum),yes;,MNI,yes,
35227709,,Bilingual experience affects white matter integrity across the lifespan,"DeLuca V, Voits T.",Neuropsychologia. 2022 May 3;169:108191. doi: 10.1016/j.neuropsychologia.2022.108191. Epub 2022 Feb 25.,DeLuca V,Neuropsychologia,2022,3/1/22,,,10.1016/j.neuropsychologia.2022.108191,yes,dMRI,Single study,yes,no,NA,"Superior Longitudinal Fasciculus, Corpus Callosum, Global, Inferior Fronto-Occipital Fasciculus",Linear regression,"FSL,","FA, MD",n/a,n/a,MNI,no,
38744041,PMC11182335,Limbic-predominant age-related TDP-43 encephalopathy neuropathological change (LATE-NC) is associated with abnormalities in white matter structural integrity and connectivity: An ex-vivo diffusion MRI and pathology investigation,"Tazwar M, Evia AM, Ridwan AR, Leurgans SE, Bennett DA, Schneider JA, Arfanakis K.",Neurobiol Aging. 2024 Aug;140:81-92. doi: 10.1016/j.neurobiolaging.2024.04.002. Epub 2024 Apr 10.,Tazwar M,Neurobiol Aging,2024,5/14/24,NIHMS1996277,no,10.1016/j.neurobiolaging.2024.04.002,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment, Cerebral Amyloid Angiopathy",Na,linear regression,FSL (FMRIB Software Library). dcm2niix,FA,n/a,no,n/a,no,"TDP-43 encephalopathy neuropathological change (LATE-NC), related but not quite ALZ"
38290851,PMC10897532,Temporal Alterations in White Matter in An App Knock-In Mouse Model of Alzheimer's Disease,"Morrissey ZD, Gao J, Shetti A, Li W, Zhan L, Li W, Fortel I, Saido T, Saito T, Ajilore O, Cologna SM, Lazarov O, Leow AD.",eNeuro. 2024 Feb 26;11(2):ENEURO.0496-23.2024. doi: 10.1523/ENEURO.0496-23.2024. Print 2024 Feb.,Morrissey ZD,eNeuro,2024,1/30/24,,yes,10.1523/ENEURO.0496-23.2024,yes,dMRI,Single study,no,yes,Alzheimers Disease,Na,"Mann-Whitney U-test, three-way mixed Type II ANOVA","Neuroimaging Informatics Technology Initiative (NIfTI), FSL",FA,"AD < HC = decrease FA (hipocampus, Anterior commisure)","yes; AD (APPKI mice) vs. HC (wild type mice),",Waxholm Space (WHS) Mouse Brain Atlas,no,"Mice, neocortex also ROI"
29629498,,Multifocal alterations of white matter accompany the transition from normal cognition to dementia in Parkinson's disease patients,"Chondrogiorgi M, Astrakas LG, Zikou AK, Weis L, Xydis VG, Antonini A, Argyropoulou MI, Konitsiotis S.",Brain Imaging Behav. 2019 Feb;13(1):232-240. doi: 10.1007/s11682-018-9863-7.,Chondrogiorgi M,Brain Imaging Behav,2019,4/10/18,,,10.1007/s11682-018-9863-7,yes,dMRI,Single study,yes,yes,"Dementia, Parkinson Disease","Corpus Callosum, Corona Radiata, Cingulum, Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Forceps Minor, Anterior Thalamic Radiation","t-test, Mann-Whitney U-test, χ2 test","JHU, FSL","FA, MD, ADl RD","PDD<HC = FA Decrease, (corpus callosum, superior corona radiata and cingulate gyrus and anterior corona radiata, inferior fronto-occipital fasciculus (IFF), uncinate fasciculus, anterior thalamic radiation (ATR) and forceps minor)",yes; PDD vs HC,FSL’s MNI FMRIB58FA,no,Dementia in PD patients
18379765,,Cerebral white matter damage in frontotemporal dementia assessed by diffusion tensor tractography,"Matsuo K, Mizuno T, Yamada K, Akazawa K, Kasai T, Kondo M, Mori S, Nishimura T, Nakagawa M.",Neuroradiology. 2008 Jul;50(7):605-11. doi: 10.1007/s00234-008-0379-5. Epub 2008 Apr 1.,Matsuo K,Neuroradiology,2008,4/2/08,,,10.1007/s00234-008-0379-5,yes,dMRI,Single study,yes,yes,Frontal Temporal Dementia,"Pyramidal Tract, Corpus Callosum - Genu, Corpus Callosum - Splenium, Uncinate Fasciculus, Arcuate Fasciculus, Inferior Longitudinal Fasciculus",linear regression,PRIDE,"FA, ADC",Advanced FTD < Early FTD FA decrease left uncinate fasciculus (UF),yes,N/A,no,"the decrease in the FA value in the genu of the CC was greater than in the splenium, supporting the previously reported data"
38565289,PMC11063818,Fixel-Based Analysis Reveals Tau-Related White Matter Changes in Early Stages of Alzheimer's Disease,"Ahmadi K, Pereira JB, van Westen D, Pasternak O, Zhang F, Nilsson M, Stomrud E, Spotorno N, Hansson O.",J Neurosci. 2024 May 1;44(18):e0538232024. doi: 10.1523/JNEUROSCI.0538-23.2024.,Ahmadi K,J Neurosci,2024,4/2/24,,yes,10.1523/JNEUROSCI.0538-23.2024,yes,dMRI,Single study,yes,yes,Alzheimers Disease,"Cingulum Bundle, Uncinate Fasciculus, Anterior Thalamic Radiations, Parahippocampal Cingulum","GLM, regression analysis, mediation analysis","DIPY, FSL, MRtrix3, SPM (LST), FreeSurfer, MATLAB, R","FA, MD, FAt, MDt, FW (Free Water–Corrected DTI Measures)","MCI < HC =  decrease FA, FAt, increase MD, MDt, FW",yes; Aβ-positive MCI vs Aβ-negative CU,"MRtrix3 FBA, FSL MNI FMRIB58 FA template",no,parahippocampal cingulum & cingulum
25307581,PMC8140360,Structural and microstructral imaging of the brain in alcohol use disorders,Zahr NM.,Handb Clin Neurol. 2014;125:275-90. doi: 10.1016/B978-0-444-62619-6.00017-3.,Zahr NM,Handb Clin Neurol,2014,10/14/14,NIHMS1699206,no,10.1016/B978-0-444-62619-6.00017-3,yes,dMRI,Review,yes,no,Mild Cognitive Impairment,Na,"Voxel-wise statistics, TBSS nonparametric permutation testing, t-tests/ANOVA, voxel-based morphometric-style analysis, tractography-based comparisons of FA/MD, correlation and regression analyses","Voxel-based morphometry (VBM-style DTI), TBSS (FSL),","FA, MD","Alcoholism < HC = FA decrease (corpus callosum, SLF, orbitofrontal WM, cingulum, supra- and infratentorial fibers); Alcoholism > HC = MD increase (corpus callosum, internal capsule, frontal WM, occipital WM); Wernicke’s encephalopathy > HC = MD increase; CPM < HC = MD decrease.",yes; Alcoholism vs HC; alcoholics with hepatic encephalopathy vs without; Wernicke’s encephalopathy cases; Marchiafava–Bignami disease; CPM cases,,no,"FSL “eddy_quad"""
18927145,,Heterogeneity of white matter hyperintensities in Alzheimer's disease: post-mortem quantitative MRI and neuropathology,"Gouw AA, Seewann A, Vrenken H, van der Flier WM, Rozemuller JM, Barkhof F, Scheltens P, Geurts JJ.",Brain. 2008 Dec;131(Pt 12):3286-98. doi: 10.1093/brain/awn265. Epub 2008 Oct 16.,Gouw AA,Brain,2008,10/18/08,,,10.1093/brain/awn265,yes,"dMRI, qMRI",Single study,yes,yes,Alzheimers Disease,Global,Linear mixed models; main and interaction effects with p-values,"ImageJ, in-house Show_Images","FA, ADC","AD < HC = FA decreased (WMH and NAWM), ADC = no difference",AD vs HC,Native space,no,
34435188,PMC8381344,White matter abnormalities in active elite adult rugby players,"Zimmerman KA, Laverse E, Samra R, Yanez Lopez M, Jolly AE, Bourke NJ, Graham NSN, Patel MC, Hardy J, Kemp S, Morris HR, Sharp DJ.",Brain Commun. 2021 Jul 19;3(3):fcab133. doi: 10.1093/braincomms/fcab133. eCollection 2021.,Zimmerman KA,Brain Commun,2021,8/26/21,,yes,10.1093/braincomms/fcab133,yes,dMRI,Single study,yes,no,Mild Cognitive Impairment,"Corpus Callosum, Corona Radiata, Corticospinal Tract, Inferior Longitudinal Fasciculus, Middle Cerebellar Peduncle, Sagittal Stratum, Corpus Callosum - Genu, Thalamic Radiation, Internal Capsule, External Capsule","χ2 test, t-test, Pearson, Cramer’s V","FSL, FreesSurfer, DTI-TK, SPM12","FA, MD","Rugby Players < HC = decrease FA (Posterior thalamic radiation, corona radiata, internal capsule, Superior cerebellar peduncle (bilateral)); Non-acutely injured rugby players < HC = decrease FA (Corona radiata, Sagittal stratum); Non-acutely injured rugby players > HC = Increase MD in: (Genu of corpus callosum, Corona radiata, Posterior thalamic radiation, Retrolenticular internal capsule, Sagittal stratum); Sub-acutely injured players < Non-acutely injured players decrease MD (Genu of corpus callosum, Retrolenticular internal capsule, Corona radiata, External capsule)","yes; Rugby players: acutely-injured, non-acutely injured, healthy control","MNI - JHU, DTI-TK template",no,
19233296,PMC2720418,Characterization of white matter degeneration in elderly subjects by magnetic resonance diffusion and FLAIR imaging correlation,"Zhan W, Zhang Y, Mueller SG, Lorenzen P, Hadjidemetriou S, Schuff N, Weiner MW.",Neuroimage. 2009 Aug;47 Suppl 2:T58-65. doi: 10.1016/j.neuroimage.2009.02.004. Epub 2009 Feb 20.,Zhan W,Neuroimage,2009,2/24/09,NIHMS98468,no,10.1016/j.neuroimage.2009.02.004,yes,dMRI,Single study,yes,no,NA,Global,correlation analysis,"FSL, TBSS","FA, MD",n/a,no,n/a,no,"Studies heathly older population, between group comparison of progressive brain lesions"
29649488,,Proteomics based identification of differential plasma proteins and changes in white matter integrity as markers in early detection of mild cognitive impaired subjects at high risk of Alzheimer's disease,"Kumar A, Singh S, Verma A, Mishra VN.",Neurosci Lett. 2018 May 29;676:71-77. doi: 10.1016/j.neulet.2018.04.015. Epub 2018 Apr 9.,Kumar A,Neurosci Lett,2018,4/13/18,,,10.1016/j.neulet.2018.04.015,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Forceps Major, Corpus Callosum, Fornix","Pearson Correlation, AnoVA",,"FA, ADC",,Yes; MCI vs HC,,,Full text access issues
17444598,PMC1838832,Diffusion tensor imaging of the brain in patients with Alzheimer's disease and cerebrovascular lesions,"Chen SQ, Kang Z, Hu XQ, Hu B, Zou Y.",J Zhejiang Univ Sci B. 2007 Apr;8(4):242-7. doi: 10.1631/jzus.2007.B0242.,Chen SQ,J Zhejiang Univ Sci B,2007,4/21/07,,no,10.1631/jzus.2007.B0242,yes,dMRI,Single study,yes,yes,Alzheimers Disease,"Hippocampal Cingulum, Cingulate Cingulum, Parahippocampal Cingulum",Non-parametric Mann-Whitney U,functool LX,"MD, FA","AD > HC = MD increase (bilateral hippocampus,left hippocampus, bilateral dorsal medial thalamus, anterior thalamus, right anterior and middle cingulate gyrus, right caudate nucleus, bilateral lentiform nucleus, right posterior cingulate gyrus); AD < HC = FA decrease (left inferior temporal gyrus, bilateral middle cingulate gyrus)","yes; Pure AD (AD without cerebrovascular lesions), AD/V (AD with cerebrovascular lesions), HC",not reported,no,ROI analysis
33328963,PMC7719770,Acupuncture Improves White Matter Perfusion and Integrity in Rat Model of Vascular Dementia: An MRI-Based Imaging Study,"Ma SM, Wang L, Su XT, Yang NN, Huang J, Lin LL, Shao JK, Yang JW, Liu CZ.",Front Aging Neurosci. 2020 nov 23;12:582904. doi: 10.3389/fnagi.2020.582904. eCollection 2020.,Ma SM,Front Aging Neurosci,2020,12/17/20,,yes,10.3389/fnagi.2020.582904,yes,dMRI,Single study,no,yes,Vascular Dementia,Na,"two-way repeated measures ANOVA, two-tailed Pearson’s correlation, post-hoc Tukey's test",DSI Studio Software1,"FA, MD, RD, AD","BCCAO < SHAM = FA decrease, RD increase (Corpus Callosum, Entorhinal Cortex, Internal Capsule, Optic Nerve, Optic Tract); BCCAO + ACU > BCCAO = FA increase, RD decrease (Corpus Callosum, Entorhinal Cortex, Internal Capsule, Optic Nerve, Optic Tract); BCCAO + NON-ACU = BCCAO = No change
AD increase (CC) and MD increase (OT) in disease, but not improved by acupuncture","Yes; 4 groups: SHAM (Health Control), BCCAO (Disease / white matter injury model), BCCAO + ACU (Surgery and accupuncture treatment), BCCAO + NON-ACU (Surgery with pseudo-accupuncture)",Paxinos rat brain atlas,no,"After 2 weeks of acupuncture treatment, the changes in FA and RD induced by BCCAO was reversed"
